,Date,Tweets,Google,open,BTCopen
45,1636653600.0,33,75,12.16,64821.34
46,1636657200.0,24,77,12.13,65086.63
47,1636660800.0,31,88,12.42,65213.93
48,1636664400.0,56,71,12.06,64821.33
49,1636668000.0,25,64,12.27,64852.09
50,1636671600.0,38,56,12.11,65142.24
51,1636675200.0,18,53,11.92,65038.88
52,1636678800.0,16,49,11.91,64867.26
53,1636682400.0,15,46,11.89,64976.82
54,1636686000.0,23,37,11.78,64676.63
55,1636689600.0,26,29,11.6,64517.64
56,1636693200.0,26,28,11.66,64470.15
57,1636696800.0,23,21,11.73,64896.28
58,1636700400.0,31,27,11.33,63798.07
59,1636704000.0,22,29,11.32,63687.02
60,1636707600.0,41,35,11.34,63757.51
61,1636711200.0,37,43,11.36,63837.78
62,1636714800.0,26,54,11.36,63965.02
63,1636718400.0,35,65,11.27,63469.27
64,1636722000.0,23,66,11.22,63183.33
65,1636725600.0,28,72,11.12,63086.83
66,1636729200.0,26,64,11.19,63643.21
67,1636732800.0,21,76,11.18,63908.14
68,1636736400.0,15,81,11.13,63870.36
69,1636740000.0,22,87,11.22,64155.26
70,1636743600.0,17,85,11.2,64112.45
71,1636747200.0,17,86,11.2,63956.02
72,1636750800.0,13,87,11.42,64158.41
73,1636754400.0,9,74,11.3,64356.6
74,1636758000.0,16,70,11.16,63899.61
75,1636761600.0,18,63,11.02,63728.89
76,1636765200.0,18,61,11.0,63793.02
77,1636768800.0,15,52,11.04,63710.1
78,1636772400.0,19,41,11.08,63615.87
79,1636776000.0,22,38,11.2,63869.95
80,1636779600.0,37,32,11.19,64051.16
81,1636783200.0,27,31,11.13,63824.65
82,1636786800.0,21,32,10.98,63465.65
83,1636790400.0,38,31,11.08,63732.38
84,1636794000.0,24,42,11.02,63584.98
85,1636797600.0,36,54,10.97,63557.85
86,1636801200.0,28,68,10.92,63624.55
87,1636804800.0,26,74,11.15,64713.46
88,1636808400.0,25,84,11.17,64711.06
89,1636812000.0,20,95,11.2,64648.35
90,1636815600.0,24,90,11.2,64680.54
91,1636819200.0,30,97,11.12,64133.94
92,1636822800.0,21,81,11.16,63967.74
93,1636826400.0,20,100,11.1,64360.86
94,1636830000.0,10,88,11.08,64391.37
95,1636833600.0,9,80,11.14,64295.1
96,1636837200.0,18,73,11.16,64417.52
97,1636840800.0,11,77,11.18,65003.72
98,1636844400.0,19,74,11.22,64810.87
99,1636848000.0,16,69,11.41,64655.82
100,1636851600.0,13,61,11.29,64670.94
101,1636855200.0,31,52,11.29,64778.55
102,1636858800.0,28,51,11.33,64897.5
103,1636862400.0,30,39,11.27,64827.17
104,1636866000.0,45,35,11.24,64642.88
105,1636869600.0,27,30,11.48,64327.95
106,1636873200.0,26,32,11.4,64281.63
107,1636876800.0,30,29,11.4,64426.55
108,1636880400.0,41,47,11.37,64486.43
109,1636884000.0,54,49,11.39,64617.17
110,1636887600.0,35,50,11.56,64699.9
111,1636891200.0,37,63,11.57,64371.04
112,1636894800.0,40,68,11.58,64097.48
113,1636898400.0,35,68,11.45,63718.57
114,1636902000.0,29,64,11.35,64195.73
115,1636905600.0,14,74,11.5,64013.96
116,1636909200.0,28,77,11.53,64167.87
117,1636912800.0,18,75,11.61,64245.71
118,1636916400.0,28,90,11.68,64335.58
119,1636920000.0,23,83,11.87,64530.0
120,1636923600.0,16,74,11.86,65509.87
121,1636927200.0,15,65,11.84,65861.67
122,1636930800.0,16,73,11.78,65913.4
123,1636934400.0,13,58,11.76,65721.45
124,1636938000.0,13,49,11.7,65788.38
125,1636941600.0,19,38,11.8,65809.34
126,1636945200.0,13,36,11.72,65737.06
127,1636948800.0,21,26,11.65,65696.06
128,1636952400.0,27,25,11.67,65623.98
129,1636956000.0,31,26,11.62,65760.63
130,1636959600.0,86,25,11.73,66016.41
131,1636963200.0,89,27,11.71,65969.65
132,1636966800.0,77,34,11.6,65747.56
133,1636970400.0,66,41,11.61,65693.27
134,1636974000.0,77,47,11.54,65502.26
135,1636977600.0,39,50,11.49,64887.05
136,1636981200.0,52,66,11.42,64333.3
137,1636984800.0,38,71,11.56,64248.69
138,1636988400.0,26,80,11.42,64047.8
139,1636992000.0,23,67,11.29,63812.17
140,1636995600.0,45,74,11.33,64255.74
141,1636999200.0,28,73,11.16,63909.05
142,1637002800.0,20,93,11.2,63931.9
143,1637006400.0,11,78,11.17,63967.25
144,1637010000.0,23,73,11.08,63606.09
145,1637013600.0,23,63,10.76,62599.93
146,1637017200.0,21,61,10.74,62170.0
147,1637020800.0,18,52,10.52,61578.58
148,1637024400.0,38,45,10.43,60939.83
149,1637028000.0,32,38,10.49,61243.16
150,1637031600.0,27,31,10.38,60965.0
151,1637035200.0,47,26,10.34,60871.8
152,1637038800.0,34,26,10.32,60840.86
153,1637042400.0,38,23,10.33,61032.99
154,1637046000.0,89,21,10.12,60200.0
155,1637049600.0,55,30,9.819,60184.16
156,1637053200.0,48,27,9.861,60592.73
157,1637056800.0,49,36,9.743,60064.53
158,1637060400.0,43,44,9.89,60587.34
159,1637064000.0,59,51,10.05,60952.86
160,1637067600.0,46,61,9.89,60721.11
161,1637071200.0,44,52,9.916,60688.76
162,1637074800.0,34,67,9.85,60523.81
163,1637078400.0,37,56,9.743,59952.0
164,1637082000.0,25,69,9.846,60246.15
165,1637085600.0,13,64,9.602,59719.14
166,1637089200.0,18,71,9.847,60502.55
167,1637092800.0,11,74,9.856,60607.64
168,1637096400.0,16,55,9.684,60142.31
169,1637100000.0,16,57,9.609,59804.44
170,1637103600.0,23,63,9.531,59372.4
171,1637107200.0,29,52,9.487,59402.79
172,1637110800.0,13,44,9.403,59050.29
173,1637114400.0,34,42,9.506,59428.15
174,1637118000.0,25,39,9.579,59634.46
175,1637121600.0,29,27,9.557,59623.76
176,1637125200.0,28,24,9.563,59729.52
177,1637128800.0,36,26,9.52,59593.02
178,1637132400.0,45,25,9.284,58932.14
179,1637136000.0,60,30,9.551,60529.12
180,1637139600.0,53,34,9.753,60800.0
181,1637143200.0,40,30,9.699,60502.36
182,1637146800.0,69,47,9.604,60134.49
183,1637150400.0,58,62,9.391,59646.88
184,1637154000.0,45,58,9.433,59657.37
185,1637157600.0,48,63,9.554,60409.28
186,1637161200.0,41,81,9.51,60250.13
187,1637164800.0,20,73,9.638,60482.42
188,1637168400.0,21,78,9.49,60258.11
189,1637172000.0,13,70,9.629,60441.74
190,1637175600.0,19,72,9.576,60115.67
191,1637179200.0,17,77,9.367,59993.23
192,1637182800.0,18,77,9.417,60373.65
193,1637186400.0,18,66,9.581,60517.15
194,1637190000.0,24,66,9.725,60578.66
195,1637193600.0,43,56,9.775,60669.04
196,1637197200.0,27,54,9.603,59875.0
197,1637200800.0,21,50,9.465,59693.43
198,1637204400.0,24,33,9.482,59835.04
199,1637208000.0,32,30,9.348,59827.25
200,1637211600.0,23,22,9.347,59748.13
201,1637215200.0,23,25,9.243,59673.44
202,1637218800.0,40,27,9.144,59335.92
203,1637222400.0,36,32,9.373,59803.19
204,1637226000.0,24,31,9.164,59199.03
205,1637229600.0,28,39,9.214,59147.24
206,1637233200.0,39,51,9.152,59211.89
207,1637236800.0,55,56,9.015,58873.95
208,1637240400.0,25,75,8.8,58114.3
209,1637244000.0,64,68,8.742,57288.23
210,1637247600.0,28,63,8.855,57572.83
211,1637251200.0,27,70,8.914,58029.4
212,1637254800.0,23,80,8.92,57941.46
213,1637258400.0,19,66,8.961,57992.05
214,1637262000.0,15,89,8.843,57587.84
215,1637265600.0,10,82,8.724,56600.34
216,1637269200.0,19,65,8.801,56917.66
217,1637272800.0,22,67,9.178,57517.06
218,1637276400.0,6,66,8.946,56703.0
219,1637280000.0,17,62,8.792,56100.18
220,1637283600.0,22,49,8.713,55909.85
221,1637287200.0,32,42,9.259,56283.46
222,1637290800.0,17,36,9.235,56449.45
223,1637294400.0,46,24,9.141,56311.02
224,1637298000.0,36,29,9.115,56044.58
225,1637301600.0,34,28,9.389,57061.16
226,1637305200.0,36,25,9.32,57054.5
227,1637308800.0,17,26,9.281,56937.94
228,1637312400.0,29,37,9.264,57052.05
229,1637316000.0,33,40,9.294,56917.73
230,1637319600.0,48,53,9.412,57668.67
231,1637323200.0,49,58,9.469,58020.0
232,1637326800.0,54,65,9.413,57979.63
233,1637330400.0,29,67,9.504,58242.78
234,1637334000.0,24,65,9.412,58067.31
235,1637337600.0,37,58,9.405,57952.03
236,1637341200.0,23,69,9.459,58115.14
237,1637344800.0,14,72,9.334,57850.59
238,1637348400.0,15,88,9.36,57850.24
239,1637352000.0,8,74,9.354,57866.95
240,1637355600.0,13,82,9.441,58128.55
241,1637359200.0,16,75,9.486,58313.74
242,1637362800.0,18,61,9.64,58851.89
243,1637366400.0,9,56,9.562,58856.09
244,1637370000.0,12,56,9.427,58591.79
245,1637373600.0,21,45,9.437,58571.24
246,1637377200.0,21,46,9.38,58474.16
247,1637380800.0,15,34,9.412,58719.29
248,1637384400.0,18,36,9.419,58460.1
249,1637388000.0,22,28,9.516,58549.69
250,1637391600.0,21,31,9.593,58539.57
251,1637395200.0,36,40,9.7,58549.29
252,1637398800.0,18,39,9.756,58677.06
253,1637402400.0,43,46,9.745,58620.77
254,1637406000.0,27,58,9.682,58536.33
255,1637409600.0,41,75,9.647,58435.89
256,1637413200.0,38,80,9.34,57663.13
257,1637416800.0,29,73,9.391,57850.47
258,1637420400.0,30,80,9.33,57983.0
259,1637424000.0,22,86,9.811,59490.18
260,1637427600.0,23,83,9.717,59501.95
261,1637431200.0,15,68,9.815,59452.85
262,1637434800.0,16,82,9.827,59646.68
263,1637438400.0,12,93,9.813,59754.36
264,1637442000.0,11,76,9.814,59768.54
265,1637445600.0,21,65,9.644,59395.42
266,1637449200.0,17,72,9.658,59375.11
267,1637452800.0,15,74,9.556,59104.71
268,1637456400.0,14,71,9.44,58744.46
269,1637460000.0,19,58,9.464,58647.14
270,1637463600.0,14,42,9.582,59086.43
271,1637467200.0,25,41,9.583,59253.79
272,1637470800.0,16,33,9.556,59037.18
273,1637474400.0,21,29,9.515,58792.03
274,1637478000.0,30,25,9.551,58958.02
275,1637481600.0,16,36,9.451,58861.58
276,1637485200.0,28,38,9.451,58745.44
277,1637488800.0,27,49,9.462,59103.02
278,1637492400.0,33,64,9.432,58877.26
279,1637496000.0,38,63,9.461,58970.71
280,1637499600.0,32,69,9.701,59284.01
281,1637503200.0,27,82,9.704,59891.68
282,1637506800.0,30,72,9.603,59515.0
283,1637510400.0,39,80,9.721,59514.42
284,1637514000.0,24,77,9.645,59367.08
285,1637517600.0,27,83,9.79,59667.33
286,1637521200.0,20,97,9.856,59548.23
287,1637524800.0,15,80,9.83,59145.9
288,1637528400.0,22,75,9.668,58678.47
289,1637532000.0,12,69,9.43,58171.53
290,1637535600.0,19,72,9.363,58108.35
291,1637539200.0,19,57,9.237,57747.67
292,1637542800.0,16,48,9.134,57442.03
293,1637546400.0,15,49,9.068,57124.59
294,1637550000.0,21,37,9.172,57502.68
295,1637553600.0,19,30,9.135,57343.84
296,1637557200.0,31,26,9.145,57311.69
297,1637560800.0,28,24,9.213,57413.12
298,1637564400.0,32,22,9.189,57204.97
299,1637568000.0,20,29,9.25,57386.29
300,1637571600.0,33,36,9.217,57222.72
301,1637575200.0,44,41,9.199,57229.99
302,1637578800.0,26,44,9.329,58921.08
303,1637582400.0,40,53,9.218,58305.69
304,1637586000.0,60,68,9.271,58254.37
305,1637589600.0,48,80,9.283,57785.31
306,1637593200.0,36,67,9.59,57441.03
307,1637596800.0,27,79,9.353,56488.54
308,1637600400.0,25,74,9.271,55979.76
309,1637604000.0,21,76,9.276,55923.08
310,1637607600.0,14,73,9.435,56287.98
311,1637611200.0,14,93,9.454,56753.09
312,1637614800.0,22,68,9.279,56294.11
313,1637618400.0,10,70,9.287,56619.26
314,1637622000.0,22,64,9.432,56906.78
315,1637625600.0,22,57,9.498,56939.25
316,1637629200.0,36,49,9.457,56975.48
317,1637632800.0,18,41,9.473,56818.39
318,1637636400.0,44,32,9.378,56568.55
319,1637640000.0,30,29,9.299,56401.65
320,1637643600.0,40,31,9.212,56055.79
321,1637647200.0,30,26,9.272,56272.85
322,1637650800.0,41,26,9.256,56639.27
323,1637654400.0,35,28,9.251,56369.99
324,1637658000.0,26,28,9.205,56137.49
325,1637661600.0,23,38,9.268,56293.88
326,1637665200.0,52,60,9.353,56803.28
327,1637668800.0,49,61,9.486,57697.73
328,1637672400.0,51,62,9.496,56878.09
329,1637676000.0,31,69,9.672,57468.63
330,1637679600.0,28,68,9.673,57260.89
331,1637683200.0,55,71,9.725,57457.9
332,1637686800.0,33,67,9.82,57780.72
333,1637690400.0,13,78,9.895,57860.75
334,1637694000.0,29,75,9.897,57693.85
335,1637697600.0,30,100,9.819,57597.19
336,1637701200.0,26,98,9.982,57579.99
337,1637704800.0,20,68,10.14,57529.53
338,1637708400.0,14,69,9.768,57066.5
339,1637712000.0,38,72,9.776,56256.91
340,1637715600.0,46,59,9.857,56435.12
341,1637719200.0,19,46,9.8,56592.77
342,1637722800.0,24,40,9.814,56620.08
343,1637726400.0,20,28,9.643,56634.04
344,1637730000.0,24,24,9.689,56534.04
345,1637733600.0,32,22,9.678,56897.97
346,1637737200.0,30,28,9.446,56819.32
347,1637740800.0,35,32,9.421,56472.84
348,1637744400.0,29,33,9.494,56653.35
349,1637748000.0,33,42,9.468,56473.75
350,1637751600.0,33,48,9.261,56065.58
351,1637755200.0,27,60,9.22,56156.7
352,1637758800.0,43,65,9.311,56758.0
353,1637762400.0,37,72,9.197,56631.32
354,1637766000.0,42,70,9.162,56529.0
355,1637769600.0,17,67,9.204,56804.69
356,1637773200.0,21,78,9.116,56861.12
357,1637776800.0,19,81,9.236,57428.47
358,1637780400.0,19,76,9.224,57343.31
359,1637784000.0,10,75,9.202,57017.48
360,1637787600.0,14,76,9.285,57185.06
361,1637791200.0,13,62,9.31,58058.41
362,1637794800.0,18,61,9.261,57780.31
363,1637798400.0,18,55,9.314,57755.92
364,1637802000.0,20,49,9.376,57778.4
365,1637805600.0,22,45,9.313,57285.2
366,1637809200.0,18,36,9.286,57170.67
367,1637812800.0,16,30,9.293,57305.5
368,1637816400.0,34,32,9.208,57701.08
369,1637820000.0,35,23,9.208,57629.0
370,1637823600.0,20,25,9.231,57785.61
371,1637827200.0,31,25,9.29,58056.23
372,1637830800.0,28,32,9.292,58078.22
373,1637834400.0,30,36,9.397,58727.67
374,1637838000.0,42,46,9.428,58606.82
375,1637841600.0,43,48,9.454,58801.94
376,1637845200.0,27,46,9.391,59130.84
377,1637848800.0,19,55,9.417,59053.37
378,1637852400.0,17,44,9.355,59219.54
379,1637856000.0,33,51,9.387,59157.57
380,1637859600.0,15,49,9.272,58915.91
381,1637863200.0,23,58,9.266,58917.7
382,1637866800.0,10,54,9.306,58863.09
383,1637870400.0,19,58,9.289,58945.17
384,1637874000.0,10,56,9.276,58990.14
385,1637877600.0,6,57,9.292,58760.52
386,1637881200.0,15,53,9.279,58656.21
387,1637884800.0,17,57,9.237,58258.28
388,1637888400.0,10,48,9.221,57958.77
389,1637892000.0,16,46,9.156,57839.13
390,1637895600.0,21,35,9.086,57883.95
391,1637899200.0,20,33,9.057,57623.69
392,1637902800.0,28,32,8.857,56997.67
393,1637906400.0,25,23,8.389,55251.91
394,1637910000.0,32,22,8.306,54917.08
395,1637913600.0,15,29,8.186,54412.14
396,1637917200.0,25,34,8.133,53721.15
397,1637920800.0,23,46,8.321,54333.34
398,1637924400.0,17,56,8.394,54621.6
399,1637928000.0,21,67,8.37,54686.01
400,1637931600.0,24,80,8.299,54385.46
401,1637935200.0,20,80,8.334,54309.47
402,1637938800.0,27,78,8.308,54261.75
403,1637942400.0,19,79,8.296,54098.57
404,1637946000.0,10,88,8.354,54361.28
405,1637949600.0,16,91,8.402,54558.91
406,1637953200.0,11,82,8.309,54003.16
407,1637956800.0,17,82,8.288,54099.6
408,1637960400.0,13,80,8.273,53789.35
409,1637964000.0,20,68,8.385,54103.3
410,1637967600.0,13,64,8.413,54186.24
411,1637971200.0,18,75,8.427,54413.04
412,1637974800.0,13,58,8.339,54398.54
413,1637978400.0,21,50,8.397,54538.59
414,1637982000.0,12,39,8.271,54303.02
415,1637985600.0,24,39,8.224,54284.25
416,1637989200.0,18,34,8.275,54438.39
417,1637992800.0,15,27,8.42,55109.67
418,1637996400.0,27,26,8.365,54662.75
419,1638000000.0,25,28,8.446,54770.58
420,1638003600.0,42,34,8.367,54668.31
421,1638007200.0,34,54,8.39,54755.72
422,1638010800.0,26,49,8.429,55042.0
423,1638014400.0,19,70,8.346,54755.23
424,1638018000.0,21,85,8.396,54943.79
425,1638021600.0,29,83,8.442,54962.97
426,1638025200.0,11,97,8.473,54962.34
427,1638028800.0,16,85,8.399,55030.06
428,1638032400.0,19,89,8.36,54980.65
429,1638036000.0,12,79,8.36,54336.22
430,1638039600.0,13,83,8.304,54637.27
431,1638043200.0,9,75,8.382,54883.54
432,1638046800.0,11,68,8.314,54774.66
433,1638050400.0,14,63,8.468,54753.48
434,1638054000.0,8,71,8.189,54264.84
435,1638057600.0,10,72,8.099,54411.1
436,1638061200.0,28,65,7.886,54142.27
437,1638064800.0,20,45,7.853,54011.9
438,1638068400.0,17,45,7.945,54427.56
439,1638072000.0,11,31,8.007,54552.43
440,1638075600.0,16,30,8.027,54559.34
441,1638079200.0,14,20,7.97,54442.09
442,1638082800.0,13,22,8.048,54380.18
443,1638086400.0,13,25,8.073,54777.4
444,1638090000.0,15,33,8.023,54517.98
445,1638093600.0,10,46,8.013,54375.0
446,1638097200.0,16,50,7.985,54318.12
447,1638100800.0,29,62,7.992,54394.23
448,1638104400.0,25,69,8.103,54331.94
449,1638108000.0,36,72,7.987,54223.28
450,1638111600.0,22,80,7.826,53944.42
451,1638115200.0,20,72,7.825,54189.09
452,1638118800.0,15,72,7.943,54671.06
453,1638122400.0,14,74,8.076,54983.55
454,1638126000.0,12,87,8.373,56342.79
455,1638129600.0,19,88,8.246,56120.81
456,1638133200.0,15,69,8.416,57338.55
457,1638136800.0,14,66,8.379,57816.57
458,1638140400.0,14,73,8.349,57700.0
459,1638144000.0,15,52,8.351,57366.22
460,1638147600.0,17,57,8.329,57407.13
461,1638151200.0,17,39,8.305,57320.54
462,1638154800.0,13,29,8.3,57405.69
463,1638158400.0,15,28,8.307,57503.24
464,1638162000.0,30,27,8.302,57580.61
465,1638165600.0,36,21,8.276,57310.78
466,1638169200.0,39,19,8.203,56921.07
467,1638172800.0,21,24,8.258,57256.91
468,1638176400.0,27,31,8.212,56953.34
469,1638180000.0,32,39,8.247,56959.12
470,1638183600.0,32,53,8.419,57348.31
471,1638187200.0,44,64,8.317,57083.54
472,1638190800.0,27,65,8.313,57162.52
473,1638194400.0,29,77,8.331,57505.21
474,1638198000.0,27,79,8.443,58685.0
475,1638201600.0,15,80,8.418,58725.38
476,1638205200.0,17,75,8.333,57920.95
477,1638208800.0,18,84,8.389,58074.05
478,1638212400.0,9,81,8.468,58298.81
479,1638216000.0,11,82,8.521,58128.45
480,1638219600.0,21,67,8.439,57845.12
481,1638223200.0,24,62,8.588,57776.01
482,1638226800.0,24,59,8.541,57341.36
483,1638230400.0,22,58,8.492,57414.42
484,1638234000.0,20,46,8.458,57157.47
485,1638237600.0,18,44,8.535,57265.6
486,1638241200.0,27,34,8.323,56300.62
487,1638244800.0,21,26,8.405,56580.1
488,1638248400.0,24,29,8.33,56541.76
489,1638252000.0,16,20,8.294,56815.0
490,1638255600.0,18,26,8.342,56790.31
491,1638259200.0,34,32,8.351,57204.09
492,1638262800.0,29,34,8.484,57676.3
493,1638266400.0,30,36,8.468,57871.68
494,1638270000.0,38,48,8.638,58385.63
495,1638273600.0,38,56,8.777,58477.76
496,1638277200.0,47,65,8.66,57275.0
497,1638280800.0,63,73,8.847,56779.65
498,1638284400.0,35,67,8.919,57450.55
499,1638288000.0,30,73,8.901,58349.19
500,1638291600.0,13,81,8.826,57684.99
501,1638295200.0,24,72,8.773,57463.28
502,1638298800.0,16,92,8.747,57136.0
503,1638302400.0,12,78,8.847,57370.25
504,1638306000.0,15,75,8.74,56974.12
505,1638309600.0,17,67,8.914,57608.07
506,1638313200.0,22,68,8.786,57060.85
507,1638316800.0,17,61,8.785,57312.91
508,1638320400.0,14,50,8.772,57426.04
509,1638324000.0,12,44,8.685,57147.25
510,1638327600.0,18,40,8.722,56839.12
511,1638331200.0,21,27,8.694,56982.92
512,1638334800.0,24,29,8.73,57180.0
513,1638338400.0,12,23,8.614,56916.98
514,1638342000.0,21,28,8.657,57130.53
515,1638345600.0,31,28,8.626,57017.89
516,1638349200.0,30,37,8.63,57200.5
517,1638352800.0,27,41,8.577,57162.08
518,1638356400.0,35,50,8.611,57710.12
519,1638360000.0,35,57,8.686,58630.05
520,1638363600.0,39,61,8.713,58681.57
521,1638367200.0,32,70,8.698,58509.33
522,1638370800.0,36,82,8.626,58058.84
523,1638374400.0,21,85,8.648,57516.92
524,1638378000.0,15,73,8.58,57484.91
525,1638381600.0,23,63,8.406,56772.24
526,1638385200.0,12,77,8.434,57045.41
527,1638388800.0,13,83,8.456,57101.45
528,1638392400.0,11,78,8.504,57251.59
529,1638396000.0,14,70,8.413,57071.02
530,1638399600.0,14,62,8.492,57272.28
531,1638403200.0,15,55,8.379,56989.77
532,1638406800.0,14,55,8.211,56351.3
533,1638410400.0,21,49,8.251,56565.7
534,1638414000.0,15,37,8.282,56983.39
535,1638417600.0,22,28,8.296,56707.98
536,1638421200.0,24,26,8.324,56847.92
537,1638424800.0,13,21,8.3,57018.67
538,1638428400.0,28,23,8.228,56740.22
539,1638432000.0,13,22,8.238,56592.18
540,1638435600.0,24,34,8.229,56366.36
541,1638439200.0,23,43,8.259,56592.11
542,1638442800.0,38,42,8.228,56512.74
543,1638446400.0,28,52,8.223,57132.82
544,1638450000.0,41,56,8.175,56547.29
545,1638453600.0,37,66,8.192,56460.03
546,1638457200.0,30,72,8.243,56622.62
547,1638460800.0,19,72,8.234,56742.43
548,1638464400.0,23,66,8.237,56651.52
549,1638468000.0,26,76,8.296,57042.73
550,1638471600.0,18,78,8.336,56910.61
551,1638475200.0,19,80,8.289,56894.38
552,1638478800.0,14,75,8.241,56547.96
553,1638482400.0,24,70,8.312,56573.74
554,1638486000.0,30,60,8.28,56533.09
555,1638489600.0,25,58,8.229,56289.32
556,1638493200.0,29,39,8.337,56385.74
557,1638496800.0,26,38,8.522,56611.98
558,1638500400.0,25,43,8.425,56782.36
559,1638504000.0,37,31,8.449,56909.86
560,1638507600.0,35,27,8.399,56798.95
561,1638511200.0,21,22,8.36,56634.98
562,1638514800.0,47,24,8.428,56881.79
563,1638518400.0,78,31,8.439,56896.83
564,1638522000.0,54,41,8.733,57044.07
565,1638525600.0,50,51,8.805,56854.87
566,1638529200.0,63,50,8.925,56955.23
567,1638532800.0,57,60,8.885,56276.22
568,1638536400.0,63,70,8.984,55996.11
569,1638540000.0,76,74,8.765,54988.08
570,1638543600.0,76,74,8.961,54993.52
571,1638547200.0,60,84,8.964,54881.49
572,1638550800.0,95,82,8.727,54028.3
573,1638554400.0,115,91,9.297,54028.3
574,1638558000.0,55,84,9.331,54028.3
575,1638561600.0,36,85,9.294,54028.3
576,1638565200.0,41,84,9.144,54028.3
577,1638568800.0,42,72,8.738,54028.3
578,1638572400.0,36,68,9.059,54028.3
579,1638576000.0,41,64,8.928,54028.3
580,1638579600.0,40,58,8.474,54028.3
581,1638583200.0,36,58,7.993,54028.3
582,1638586800.0,23,50,7.373,54028.3
583,1638590400.0,43,43,7.39,54028.3
584,1638594000.0,60,40,8.12,54028.3
585,1638597600.0,37,36,7.908,54028.3
586,1638601200.0,40,31,7.842,54028.3
587,1638604800.0,41,38,7.783,54028.3
588,1638608400.0,28,45,7.59,54028.3
589,1638612000.0,28,55,7.675,54028.3
590,1638615600.0,37,65,7.679,54028.3
591,1638619200.0,26,80,7.826,47912.79
592,1638622800.0,50,83,7.73,48283.2
593,1638626400.0,31,86,7.69,47883.83
594,1638630000.0,27,100,7.916,48354.48
595,1638633600.0,29,96,7.827,48946.46
596,1638637200.0,22,98,7.884,49336.0
597,1638640800.0,28,86,7.943,49335.19
598,1638644400.0,11,92,7.833,48782.4
599,1638648000.0,16,97,8.014,49273.03
600,1638651600.0,5,91,7.992,49234.97
601,1638655200.0,3,72,7.825,49029.48
602,1638658800.0,11,77,8.018,49098.56
603,1638662400.0,12,68,7.964,49131.08
604,1638666000.0,22,64,8.009,49248.5
605,1638669600.0,8,55,7.912,49007.58
606,1638673200.0,17,47,8.024,49500.0
607,1638676800.0,20,37,8.098,49629.4
608,1638680400.0,23,34,7.949,49386.49
609,1638684000.0,15,29,7.962,49590.38
610,1638687600.0,25,32,7.797,49105.49
611,1638691200.0,25,34,7.834,49350.0
612,1638694800.0,17,39,7.765,49337.39
613,1638698400.0,29,51,7.801,49464.25
614,1638702000.0,31,59,7.718,49387.56
615,1638705600.0,15,68,7.595,49031.58
616,1638709200.0,32,72,7.389,48015.14
617,1638712800.0,33,72,7.404,48583.8
618,1638716400.0,22,84,7.423,49387.96
619,1638720000.0,22,77,7.348,49173.36
620,1638723600.0,5,90,7.426,48988.43
621,1638727200.0,20,99,7.334,48920.01
622,1638730800.0,18,78,7.327,49243.62
623,1638734400.0,7,86,7.369,49350.15
624,1638738000.0,8,78,7.356,49463.22
625,1638741600.0,13,68,7.105,48839.32
626,1638745200.0,10,86,7.226,48930.42
627,1638748800.0,15,65,7.318,48963.28
628,1638752400.0,19,55,7.381,49114.44
629,1638756000.0,22,39,7.315,49068.88
630,1638759600.0,25,38,7.182,48750.0
631,1638763200.0,25,32,7.114,48228.52
632,1638766800.0,12,28,6.943,48500.38
633,1638770400.0,11,22,6.953,48255.85
